,year,rnd,type,team,tm_pts,opp_team,op_pts,venue,tm,op,hvar,lr,tm_var,outcome,state
11491,1998,R17,reg_season,Essendon,90,St Kilda,87,Waverley Park,ES,SK,-3,0,3,W,VIC
11491,1998,R17,reg_season,St Kilda,87,Essendon,90,Waverley Park,SK,ES,-3,1,-3,L,VIC
11492,1998,R17,reg_season,Richmond,67,Geelong,58,M.C.G.,RI,GE,9,1,9,W,VIC
11492,1998,R17,reg_season,Geelong,58,Richmond,67,M.C.G.,GE,RI,9,0,-9,L,VIC
11493,1998,R17,reg_season,Brisbane,89,Sydney,149,Gabba,BR,SY,-60,1,-60,L,QLD
11493,1998,R17,reg_season,Sydney,149,Brisbane,89,Gabba,SY,BR,-60,0,60,W,QLD
11494,1998,R18,reg_season,Collingwood,67,Western Bulldogs,110,M.C.G.,CO,WB,-43,1,-43,L,VIC
11494,1998,R18,reg_season,Western Bulldogs,110,Collingwood,67,M.C.G.,WB,CO,-43,0,43,W,VIC
11495,1998,R18,reg_season,Port Adelaide,76,North Melbourne,131,Manuka Oval,PA,NM,55,0,-55,L,ACT
11495,1998,R18,reg_season,North Melbourne,131,Port Adelaide,76,Manuka Oval,NM,PA,55,1,55,W,ACT
11496,1998,R18,reg_season,Sydney,121,Geelong,87,Kardinia Park,SY,GE,-34,0,34,W,VIC
11496,1998,R18,reg_season,Geelong,87,Sydney,121,Kardinia Park,GE,SY,-34,1,-34,L,VIC
11497,1998,R18,reg_season,Melbourne,151,Brisbane,56,M.C.G.,ME,BR,95,1,95,W,VIC
11497,1998,R18,reg_season,Brisbane,56,Melbourne,151,M.C.G.,BR,ME,95,0,-95,L,VIC
11498,1998,R18,reg_season,Adelaide,137,St Kilda,67,Football Park,AD,SK,70,1,70,W,SA
11498,1998,R18,reg_season,St Kilda,67,Adelaide,137,Football Park,SK,AD,70,0,-70,L,SA
11499,1998,R18,reg_season,Essendon,84,Carlton,78,M.C.G.,ES,CA,6,1,6,W,VIC
11499,1998,R18,reg_season,Carlton,78,Essendon,84,M.C.G.,CA,ES,6,0,-6,L,VIC
11500,1998,R18,reg_season,Hawthorn,70,Richmond,34,Waverley Park,HA,RI,36,1,36,W,VIC
11500,1998,R18,reg_season,Richmond,34,Hawthorn,70,Waverley Park,RI,HA,36,0,-36,L,VIC
11501,1998,R18,reg_season,West Coast,99,Fremantle,60,Subiaco,WC,FR,39,1,39,W,WA
11501,1998,R18,reg_season,Fremantle,60,West Coast,99,Subiaco,FR,WC,39,0,-39,L,WA
11502,1998,R19,reg_season,Brisbane,86,North Melbourne,113,Gabba,BR,NM,-27,1,-27,L,QLD
11502,1998,R19,reg_season,North Melbourne,113,Brisbane,86,Gabba,NM,BR,-27,0,27,W,QLD
11503,1998,R19,reg_season,Melbourne,113,Carlton,64,M.C.G.,ME,CA,49,1,49,W,VIC
11503,1998,R19,reg_season,Carlton,64,Melbourne,113,M.C.G.,CA,ME,49,0,-49,L,VIC
11504,1998,R19,reg_season,Western Bulldogs,96,Geelong,97,Princes Park,WB,GE,-1,1,-1,L,VIC
11504,1998,R19,reg_season,Geelong,97,Western Bulldogs,96,Princes Park,GE,WB,-1,0,1,W,VIC
11505,1998,R19,reg_season,St Kilda,69,Hawthorn,128,Waverley Park,SK,HA,-59,1,-59,L,VIC
11505,1998,R19,reg_season,Hawthorn,128,St Kilda,69,Waverley Park,HA,SK,-59,0,59,W,VIC
11506,1998,R19,reg_season,Fremantle,86,Essendon,119,Subiaco,FR,ES,-33,1,-33,L,WA
11506,1998,R19,reg_season,Essendon,119,Fremantle,86,Subiaco,ES,FR,-33,0,33,W,WA
11507,1998,R19,reg_season,Richmond,86,Collingwood,67,M.C.G.,RI,CO,19,1,19,W,VIC
11507,1998,R19,reg_season,Collingwood,67,Richmond,86,M.C.G.,CO,RI,19,0,-19,L,VIC
11508,1998,R19,reg_season,West Coast,68,Sydney,74,S.C.G.,WC,SY,6,0,-6,L,NSW
11508,1998,R19,reg_season,Sydney,74,West Coast,68,S.C.G.,SY,WC,6,1,6,W,NSW
11509,1998,R19,reg_season,Port Adelaide,70,Adelaide,144,Football Park,PA,AD,74,0,-74,L,SA
11509,1998,R19,reg_season,Adelaide,144,Port Adelaide,70,Football Park,AD,PA,74,1,74,W,SA
11510,1998,R20,reg_season,Fremantle,47,North Melbourne,151,M.C.G.,FR,NM,104,0,-104,L,VIC
11510,1998,R20,reg_season,North Melbourne,151,Fremantle,47,M.C.G.,NM,FR,104,1,104,W,VIC
11511,1998,R20,reg_season,Adelaide,118,Geelong,44,Kardinia Park,AD,GE,-74,0,74,W,VIC
11511,1998,R20,reg_season,Geelong,44,Adelaide,118,Kardinia Park,GE,AD,-74,1,-74,L,VIC
11512,1998,R20,reg_season,Collingwood,99,Essendon,109,M.C.G.,CO,ES,10,0,-10,L,VIC
11512,1998,R20,reg_season,Essendon,109,Collingwood,99,M.C.G.,ES,CO,10,1,10,W,VIC
11513,1998,R20,reg_season,Sydney,97,Western Bulldogs,99,Waverley Park,SY,WB,2,0,-2,L,VIC
11513,1998,R20,reg_season,Western Bulldogs,99,Sydney,97,Waverley Park,WB,SY,2,1,2,W,VIC
11514,1998,R20,reg_season,Hawthorn,94,Brisbane,59,Gabba,HA,BR,-35,0,35,W,QLD
11514,1998,R20,reg_season,Brisbane,59,Hawthorn,94,Gabba,BR,HA,-35,1,-35,L,QLD
11515,1998,R20,reg_season,St Kilda,104,Carlton,134,M.C.G.,SK,CA,30,0,-30,L,VIC
11515,1998,R20,reg_season,Carlton,134,St Kilda,104,M.C.G.,CA,SK,30,1,30,W,VIC
11516,1998,R20,reg_season,Melbourne,94,Port Adelaide,71,Football Park,ME,PA,-23,0,23,W,SA
11516,1998,R20,reg_season,Port Adelaide,71,Melbourne,94,Football Park,PA,ME,-23,1,-23,L,SA
11517,1998,R20,reg_season,West Coast,112,Richmond,73,Subiaco,WC,RI,39,1,39,W,WA
11517,1998,R20,reg_season,Richmond,73,West Coast,112,Subiaco,RI,WC,39,0,-39,L,WA
11518,1998,R21,reg_season,Western Bulldogs,101,Essendon,90,M.C.G.,WB,ES,-11,0,11,W,VIC
11518,1998,R21,reg_season,Essendon,90,Western Bulldogs,101,M.C.G.,ES,WB,-11,1,-11,L,VIC
11519,1998,R21,reg_season,Brisbane,78,Richmond,155,M.C.G.,BR,RI,77,0,-77,L,VIC
11519,1998,R21,reg_season,Richmond,155,Brisbane,78,M.C.G.,RI,BR,77,1,77,W,VIC
11520,1998,R21,reg_season,West Coast,55,St Kilda,63,Waverley Park,WC,SK,8,0,-8,L,VIC
11520,1998,R21,reg_season,St Kilda,63,West Coast,55,Waverley Park,SK,WC,8,1,8,W,VIC
11521,1998,R21,reg_season,North Melbourne,105,Adelaide,92,Football Park,NM,AD,-13,0,13,W,SA
11521,1998,R21,reg_season,Adelaide,92,North Melbourne,105,Football Park,AD,NM,-13,1,-13,L,SA
11522,1998,R21,reg_season,Carlton,118,Collingwood,63,M.C.G.,CA,CO,-55,0,55,W,VIC
11522,1998,R21,reg_season,Collingwood,63,Carlton,118,M.C.G.,CO,CA,-55,1,-55,L,VIC
11523,1998,R21,reg_season,Geelong,63,Hawthorn,84,Waverley Park,GE,HA,21,0,-21,L,VIC
11523,1998,R21,reg_season,Hawthorn,84,Geelong,63,Waverley Park,HA,GE,21,1,21,W,VIC
11524,1998,R21,reg_season,Fremantle,71,Port Adelaide,124,Subiaco,FR,PA,-53,1,-53,L,WA
11524,1998,R21,reg_season,Port Adelaide,124,Fremantle,71,Subiaco,PA,FR,-53,0,53,W,WA
11525,1998,R21,reg_season,Sydney,83,Melbourne,114,M.C.G.,SY,ME,31,0,-31,L,VIC
11525,1998,R21,reg_season,Melbourne,114,Sydney,83,M.C.G.,ME,SY,31,1,31,W,VIC
11526,1998,R22,reg_season,Western Bulldogs,108,North Melbourne,113,M.C.G.,WB,NM,5,0,-5,L,VIC
11526,1998,R22,reg_season,North Melbourne,113,Western Bulldogs,108,M.C.G.,NM,WB,5,1,5,W,VIC
11527,1998,R22,reg_season,Geelong,127,Essendon,117,M.C.G.,GE,ES,10,1,10,W,VIC
11527,1998,R22,reg_season,Essendon,117,Geelong,127,M.C.G.,ES,GE,10,0,-10,L,VIC
11528,1998,R22,reg_season,Hawthorn,149,Fremantle,60,Waverley Park,HA,FR,89,1,89,W,VIC
11528,1998,R22,reg_season,Fremantle,60,Hawthorn,149,Waverley Park,FR,HA,89,0,-89,L,VIC
11529,1998,R22,reg_season,St Kilda,91,Brisbane,92,Gabba,SK,BR,1,0,-1,L,QLD
11529,1998,R22,reg_season,Brisbane,92,St Kilda,91,Gabba,BR,SK,1,1,1,W,QLD
11530,1998,R22,reg_season,West Coast,81,Adelaide,106,Subiaco,WC,AD,-25,1,-25,L,WA
11530,1998,R22,reg_season,Adelaide,106,West Coast,81,Subiaco,AD,WC,-25,0,25,W,WA
11531,1998,R22,reg_season,Melbourne,133,Richmond,57,M.C.G.,ME,RI,76,1,76,W,VIC
11531,1998,R22,reg_season,Richmond,57,Melbourne,133,M.C.G.,RI,ME,76,0,-76,L,VIC
11532,1998,R22,reg_season,Collingwood,107,Sydney,119,S.C.G.,CO,SY,12,0,-12,L,NSW
11532,1998,R22,reg_season,Sydney,119,Collingwood,107,S.C.G.,SY,CO,12,1,12,W,NSW
11533,1998,R22,reg_season,Port Adelaide,84,Carlton,138,Football Park,PA,CA,-54,1,-54,L,SA
11533,1998,R22,reg_season,Carlton,138,Port Adelaide,84,Football Park,CA,PA,-54,0,54,W,SA
11534,1998,QF,final,North Melbourne,82,Essendon,60,M.C.G.,NM,ES,22,1,22,W,VIC
11534,1998,QF,final,Essendon,60,North Melbourne,82,M.C.G.,ES,NM,22,0,-22,L,VIC
11535,1998,QF,final,Adelaide,67,Melbourne,115,M.C.G.,AD,ME,48,0,-48,L,VIC
11535,1998,QF,final,Melbourne,115,Adelaide,67,M.C.G.,ME,AD,48,1,48,W,VIC
11536,1998,QF,final,St Kilda,87,Sydney,89,S.C.G.,SK,SY,2,0,-2,L,NSW
11536,1998,QF,final,Sydney,89,St Kilda,87,S.C.G.,SY,SK,2,1,2,W,NSW
11537,1998,QF,final,West Coast,51,Western Bulldogs,121,M.C.G.,WC,WB,70,0,-70,L,VIC
11537,1998,QF,final,Western Bulldogs,121,West Coast,51,M.C.G.,WB,WC,70,1,70,W,VIC
11538,1998,SF,final,St Kilda,56,Melbourne,107,M.C.G.,SK,ME,51,0,-51,L,VIC
11538,1998,SF,final,Melbourne,107,St Kilda,56,M.C.G.,ME,SK,51,1,51,W,VIC
11539,1998,SF,final,Sydney,67,Adelaide,94,S.C.G.,SY,AD,27,0,-27,L,NSW
11539,1998,SF,final,Adelaide,94,Sydney,67,S.C.G.,AD,SY,27,1,27,W,NSW
11540,1998,PF,final,Melbourne,84,North Melbourne,114,M.C.G.,ME,NM,30,0,-30,L,VIC
11540,1998,PF,final,North Melbourne,114,Melbourne,84,M.C.G.,NM,ME,30,1,30,W,VIC
11541,1998,PF,final,Western Bulldogs,93,Adelaide,161,M.C.G.,WB,AD,68,0,-68,L,VIC
11541,1998,PF,final,Adelaide,161,Western Bulldogs,93,M.C.G.,AD,WB,68,1,68,W,VIC
11542,1998,GF,final,Adelaide,105,North Melbourne,70,M.C.G.,AD,NM,35,1,35,W,VIC
11542,1998,GF,final,North Melbourne,70,Adelaide,105,M.C.G.,NM,AD,35,0,-35,L,VIC
11543,1999,R1,reg_season,Carlton,71,Essendon,110,M.C.G.,CA,ES,39,0,-39,L,VIC
11543,1999,R1,reg_season,Essendon,110,Carlton,71,M.C.G.,ES,CA,39,1,39,W,VIC
11544,1999,R1,reg_season,North Melbourne,135,Geelong,141,M.C.G.,NM,GE,6,0,-6,L,VIC
11544,1999,R1,reg_season,Geelong,141,North Melbourne,135,M.C.G.,GE,NM,6,1,6,W,VIC
11545,1999,R1,reg_season,Melbourne,104,Richmond,87,M.C.G.,ME,RI,17,1,17,W,VIC
11545,1999,R1,reg_season,Richmond,87,Melbourne,104,M.C.G.,RI,ME,17,0,-17,L,VIC
11546,1999,R1,reg_season,Western Bulldogs,91,Adelaide,78,Football Park,WB,AD,-13,0,13,W,SA
11546,1999,R1,reg_season,Adelaide,78,Western Bulldogs,91,Football Park,AD,WB,-13,1,-13,L,SA
11547,1999,R1,reg_season,St Kilda,63,Brisbane,152,Gabba,SK,BR,89,0,-89,L,QLD
11547,1999,R1,reg_season,Brisbane,152,St Kilda,63,Gabba,BR,SK,89,1,89,W,QLD
11548,1999,R1,reg_season,Hawthorn,74,Collingwood,59,M.C.G.,HA,CO,-15,0,15,W,VIC
11548,1999,R1,reg_season,Collingwood,59,Hawthorn,74,M.C.G.,CO,HA,-15,1,-15,L,VIC
11549,1999,R1,reg_season,Sydney,86,Port Adelaide,115,S.C.G.,SY,PA,-29,1,-29,L,NSW
11549,1999,R1,reg_season,Port Adelaide,115,Sydney,86,S.C.G.,PA,SY,-29,0,29,W,NSW
11550,1999,R1,reg_season,Fremantle,98,West Coast,102,Subiaco,FR,WC,-4,1,-4,L,WA
11550,1999,R1,reg_season,West Coast,102,Fremantle,98,Subiaco,WC,FR,-4,0,4,W,WA
11551,1999,R2,reg_season,Essendon,141,North Melbourne,106,M.C.G.,ES,NM,-35,0,35,W,VIC
11551,1999,R2,reg_season,North Melbourne,106,Essendon,141,M.C.G.,NM,ES,-35,1,-35,L,VIC
11552,1999,R2,reg_season,Western Bulldogs,134,Geelong,155,Princes Park,WB,GE,-21,1,-21,L,VIC
11552,1999,R2,reg_season,Geelong,155,Western Bulldogs,134,Princes Park,GE,WB,-21,0,21,W,VIC
11553,1999,R2,reg_season,Richmond,108,Sydney,96,M.C.G.,RI,SY,12,1,12,W,VIC
11553,1999,R2,reg_season,Sydney,96,Richmond,108,M.C.G.,SY,RI,12,0,-12,L,VIC
11554,1999,R2,reg_season,Hawthorn,56,Adelaide,60,Waverley Park,HA,AD,-4,1,-4,L,VIC
11554,1999,R2,reg_season,Adelaide,60,Hawthorn,56,Waverley Park,AD,HA,-4,0,4,W,VIC
11555,1999,R2,reg_season,West Coast,83,Brisbane,73,Subiaco,WC,BR,10,1,10,W,WA
11555,1999,R2,reg_season,Brisbane,73,West Coast,83,Subiaco,BR,WC,10,0,-10,L,WA
11556,1999,R2,reg_season,St Kilda,130,Melbourne,84,Waverley Park,SK,ME,46,1,46,W,VIC
11556,1999,R2,reg_season,Melbourne,84,St Kilda,130,Waverley Park,ME,SK,46,0,-46,L,VIC
11557,1999,R2,reg_season,Port Adelaide,114,Fremantle,101,Football Park,PA,FR,13,1,13,W,SA
11557,1999,R2,reg_season,Fremantle,101,Port Adelaide,114,Football Park,FR,PA,13,0,-13,L,SA
11558,1999,R2,reg_season,Carlton,112,Collingwood,83,M.C.G.,CA,CO,29,1,29,W,VIC
11558,1999,R2,reg_season,Collingwood,83,Carlton,112,M.C.G.,CO,CA,29,0,-29,L,VIC
11559,1999,R3,reg_season,North Melbourne,100,Richmond,90,M.C.G.,NM,RI,-10,0,10,W,VIC
11559,1999,R3,reg_season,Richmond,90,North Melbourne,100,M.C.G.,RI,NM,-10,1,-10,L,VIC
11560,1999,R3,reg_season,Sydney,68,Essendon,149,M.C.G.,SY,ES,81,0,-81,L,VIC
11560,1999,R3,reg_season,Essendon,149,Sydney,68,M.C.G.,ES,SY,81,1,81,W,VIC
11561,1999,R3,reg_season,Melbourne,91,Geelong,97,Kardinia Park,ME,GE,6,0,-6,L,VIC
11561,1999,R3,reg_season,Geelong,97,Melbourne,91,Kardinia Park,GE,ME,6,1,6,W,VIC
11562,1999,R3,reg_season,Port Adelaide,103,Brisbane,80,Gabba,PA,BR,-23,0,23,W,QLD
11562,1999,R3,reg_season,Brisbane,80,Port Adelaide,103,Gabba,BR,PA,-23,1,-23,L,QLD
11563,1999,R3,reg_season,Hawthorn,112,Fremantle,78,Subiaco,HA,FR,-34,0,34,W,WA
11563,1999,R3,reg_season,Fremantle,78,Hawthorn,112,Subiaco,FR,HA,-34,1,-34,L,WA
11564,1999,R3,reg_season,Carlton,105,Western Bulldogs,103,Princes Park,CA,WB,-2,0,2,W,VIC
11564,1999,R3,reg_season,Western Bulldogs,103,Carlton,105,Princes Park,WB,CA,-2,1,-2,L,VIC
11565,1999,R3,reg_season,West Coast,111,Collingwood,75,Victoria Park,WC,CO,-36,0,36,W,VIC
11565,1999,R3,reg_season,Collingwood,75,West Coast,111,Victoria Park,CO,WC,-36,1,-36,L,VIC
11566,1999,R3,reg_season,St Kilda,81,Adelaide,96,Football Park,SK,AD,15,0,-15,L,SA
11566,1999,R3,reg_season,Adelaide,96,St Kilda,81,Football Park,AD,SK,15,1,15,W,SA
11567,1999,R4,reg_season,Hawthorn,84,Melbourne,85,M.C.G.,HA,ME,1,0,-1,L,VIC
11567,1999,R4,reg_season,Melbourne,85,Hawthorn,84,M.C.G.,ME,HA,1,1,1,W,VIC
11568,1999,R4,reg_season,Fremantle,92,Carlton,121,Princes Park,FR,CA,29,0,-29,L,VIC
11568,1999,R4,reg_season,Carlton,121,Fremantle,92,Princes Park,CA,FR,29,1,29,W,VIC
11569,1999,R4,reg_season,Collingwood,96,Richmond,146,M.C.G.,CO,RI,-50,1,-50,L,VIC
11569,1999,R4,reg_season,Richmond,146,Collingwood,96,M.C.G.,RI,CO,-50,0,50,W,VIC
11570,1999,R4,reg_season,St Kilda,107,Western Bulldogs,99,Waverley Park,SK,WB,8,1,8,W,VIC
11570,1999,R4,reg_season,Western Bulldogs,99,St Kilda,107,Waverley Park,WB,SK,8,0,-8,L,VIC
11571,1999,R4,reg_season,Brisbane,115,Adelaide,54,Gabba,BR,AD,61,1,61,W,QLD
11571,1999,R4,reg_season,Adelaide,54,Brisbane,115,Gabba,AD,BR,61,0,-61,L,QLD
11572,1999,R4,reg_season,Sydney,72,North Melbourne,70,S.C.G.,SY,NM,2,1,2,W,NSW
11572,1999,R4,reg_season,North Melbourne,70,Sydney,72,S.C.G.,NM,SY,2,0,-2,L,NSW
11573,1999,R4,reg_season,Port Adelaide,74,Geelong,115,Football Park,PA,GE,-41,1,-41,L,SA
11573,1999,R4,reg_season,Geelong,115,Port Adelaide,74,Football Park,GE,PA,-41,0,41,W,SA
11574,1999,R4,reg_season,West Coast,97,Essendon,23,Subiaco,WC,ES,74,1,74,W,WA
11574,1999,R4,reg_season,Essendon,23,West Coast,97,Subiaco,ES,WC,74,0,-74,L,WA
11575,1999,R5,reg_season,Western Bulldogs,143,Richmond,81,M.C.G.,WB,RI,62,1,62,W,VIC
11575,1999,R5,reg_season,Richmond,81,Western Bulldogs,143,M.C.G.,RI,WB,62,0,-62,L,VIC
11576,1999,R5,reg_season,Carlton,65,Geelong,115,Princes Park,CA,GE,-50,1,-50,L,VIC
11576,1999,R5,reg_season,Geelong,115,Carlton,65,Princes Park,GE,CA,-50,0,50,W,VIC
11577,1999,R5,reg_season,Hawthorn,68,West Coast,94,Waverley Park,HA,WC,-26,1,-26,L,VIC
11577,1999,R5,reg_season,West Coast,94,Hawthorn,68,Waverley Park,WC,HA,-26,0,26,W,VIC
11578,1999,R5,reg_season,Melbourne,90,Port Adelaide,66,M.C.G.,ME,PA,24,1,24,W,VIC
11578,1999,R5,reg_season,Port Adelaide,66,Melbourne,90,M.C.G.,PA,ME,24,0,-24,L,VIC
11579,1999,R5,reg_season,North Melbourne,92,St Kilda,90,S.C.G.,NM,SK,2,1,2,W,NSW
11579,1999,R5,reg_season,St Kilda,90,North Melbourne,92,S.C.G.,SK,NM,2,0,-2,L,NSW
11580,1999,R5,reg_season,Essendon,108,Collingwood,100,M.C.G.,ES,CO,8,1,8,W,VIC
11580,1999,R5,reg_season,Collingwood,100,Essendon,108,M.C.G.,CO,ES,8,0,-8,L,VIC
11581,1999,R5,reg_season,Adelaide,155,Sydney,74,Football Park,AD,SY,81,1,81,W,SA
11581,1999,R5,reg_season,Sydney,74,Adelaide,155,Football Park,SY,AD,81,0,-81,L,SA
11582,1999,R5,reg_season,Fremantle,53,Brisbane,108,Subiaco,FR,BR,-55,1,-55,L,WA
11582,1999,R5,reg_season,Brisbane,108,Fremantle,53,Subiaco,BR,FR,-55,0,55,W,WA
11583,1999,R6,reg_season,St Kilda,99,Carlton,58,M.C.G.,SK,CA,41,1,41,W,VIC
11583,1999,R6,reg_season,Carlton,58,St Kilda,99,M.C.G.,CA,SK,41,0,-41,L,VIC
11584,1999,R6,reg_season,Richmond,78,Essendon,113,M.C.G.,RI,ES,-35,1,-35,L,VIC
11584,1999,R6,reg_season,Essendon,113,Richmond,78,M.C.G.,ES,RI,-35,0,35,W,VIC
11585,1999,R6,reg_season,Geelong,98,Hawthorn,100,Kardinia Park,GE,HA,-2,1,-2,L,VIC
11585,1999,R6,reg_season,Hawthorn,100,Geelong,98,Kardinia Park,HA,GE,-2,0,2,W,VIC
11586,1999,R6,reg_season,Brisbane,93,Melbourne,70,Gabba,BR,ME,23,1,23,W,QLD
11586,1999,R6,reg_season,Melbourne,70,Brisbane,93,Gabba,ME,BR,23,0,-23,L,QLD
11587,1999,R6,reg_season,West Coast,124,Western Bulldogs,52,Subiaco,WC,WB,72,1,72,W,WA
11587,1999,R6,reg_season,Western Bulldogs,52,West Coast,124,Subiaco,WB,WC,72,0,-72,L,WA
11588,1999,R6,reg_season,Collingwood,109,North Melbourne,137,M.C.G.,CO,NM,-28,1,-28,L,VIC
11588,1999,R6,reg_season,North Melbourne,137,Collingwood,109,M.C.G.,NM,CO,-28,0,28,W,VIC
11589,1999,R6,reg_season,Fremantle,75,Sydney,100,S.C.G.,FR,SY,25,0,-25,L,NSW
11589,1999,R6,reg_season,Sydney,100,Fremantle,75,S.C.G.,SY,FR,25,1,25,W,NSW
11590,1999,R6,reg_season,Adelaide,115,Port Adelaide,87,Football Park,AD,PA,28,1,28,W,SA
11590,1999,R6,reg_season,Port Adelaide,87,Adelaide,115,Football Park,PA,AD,28,0,-28,L,SA
11591,1999,R7,reg_season,Richmond,98,Carlton,118,M.C.G.,RI,CA,20,0,-20,L,VIC
11591,1999,R7,reg_season,Carlton,118,Richmond,98,M.C.G.,CA,RI,20,1,20,W,VIC
11592,1999,R7,reg_season,Melbourne,134,Essendon,113,M.C.G.,ME,ES,21,1,21,W,VIC
11592,1999,R7,reg_season,Essendon,113,Melbourne,134,M.C.G.,ES,ME,21,0,-21,L,VIC
11593,1999,R7,reg_season,West Coast,48,St Kilda,68,Waverley Park,WC,SK,20,0,-20,L,VIC
11593,1999,R7,reg_season,St Kilda,68,West Coast,48,Waverley Park,SK,WC,20,1,20,W,VIC
11594,1999,R7,reg_season,Brisbane,96,Collingwood,62,Gabba,BR,CO,34,1,34,W,QLD
11594,1999,R7,reg_season,Collingwood,62,Brisbane,96,Gabba,CO,BR,34,0,-34,L,QLD
11595,1999,R7,reg_season,Western Bulldogs,120,Port Adelaide,75,Football Park,WB,PA,-45,0,45,W,SA
11595,1999,R7,reg_season,Port Adelaide,75,Western Bulldogs,120,Football Park,PA,WB,-45,1,-45,L,SA
11596,1999,R7,reg_season,North Melbourne,141,Adelaide,85,M.C.G.,NM,AD,56,1,56,W,VIC
11596,1999,R7,reg_season,Adelaide,85,North Melbourne,141,M.C.G.,AD,NM,56,0,-56,L,VIC
11597,1999,R7,reg_season,Sydney,131,Hawthorn,103,S.C.G.,SY,HA,28,1,28,W,NSW
11597,1999,R7,reg_season,Hawthorn,103,Sydney,131,S.C.G.,HA,SY,28,0,-28,L,NSW
11598,1999,R7,reg_season,Fremantle,116,Geelong,99,Subiaco,FR,GE,17,1,17,W,WA
11598,1999,R7,reg_season,Geelong,99,Fremantle,116,Subiaco,GE,FR,17,0,-17,L,WA
11599,1999,R8,reg_season,St Kilda,94,Essendon,51,M.C.G.,SK,ES,-43,0,43,W,VIC
11599,1999,R8,reg_season,Essendon,51,St Kilda,94,M.C.G.,ES,SK,-43,1,-43,L,VIC
11600,1999,R8,reg_season,Collingwood,99,Fremantle,59,M.C.G.,CO,FR,40,1,40,W,VIC
11600,1999,R8,reg_season,Fremantle,59,Collingwood,99,M.C.G.,FR,CO,40,0,-40,L,VIC
11601,1999,R8,reg_season,Melbourne,53,Western Bulldogs,117,Princes Park,ME,WB,64,0,-64,L,VIC
11601,1999,R8,reg_season,Western Bulldogs,117,Melbourne,53,Princes Park,WB,ME,64,1,64,W,VIC
11602,1999,R8,reg_season,Hawthorn,49,North Melbourne,101,Waverley Park,HA,NM,-52,1,-52,L,VIC
11602,1999,R8,reg_season,North Melbourne,101,Hawthorn,49,Waverley Park,NM,HA,-52,0,52,W,VIC
11603,1999,R8,reg_season,Port Adelaide,125,Carlton,86,Football Park,PA,CA,39,1,39,W,SA
11603,1999,R8,reg_season,Carlton,86,Port Adelaide,125,Football Park,CA,PA,39,0,-39,L,SA
11604,1999,R8,reg_season,Geelong,100,Sydney,141,Kardinia Park,GE,SY,-41,1,-41,L,VIC
11604,1999,R8,reg_season,Sydney,141,Geelong,100,Kardinia Park,SY,GE,-41,0,41,W,VIC
11605,1999,R8,reg_season,Brisbane,119,Richmond,135,M.C.G.,BR,RI,16,0,-16,L,VIC
11605,1999,R8,reg_season,Richmond,135,Brisbane,119,M.C.G.,RI,BR,16,1,16,W,VIC
11606,1999,R8,reg_season,Adelaide,72,West Coast,126,Subiaco,AD,WC,54,0,-54,L,WA
11606,1999,R8,reg_season,West Coast,126,Adelaide,72,Subiaco,WC,AD,54,1,54,W,WA
11607,1999,R9,reg_season,Western Bulldogs,126,Collingwood,88,M.C.G.,WB,CO,-38,0,38,W,VIC
11607,1999,R9,reg_season,Collingwood,88,Western Bulldogs,126,M.C.G.,CO,WB,-38,1,-38,L,VIC
11608,1999,R9,reg_season,Melbourne,64,Carlton,97,Princes Park,ME,CA,33,0,-33,L,VIC
11608,1999,R9,reg_season,Carlton,97,Melbourne,64,Princes Park,CA,ME,33,1,33,W,VIC
11609,1999,R9,reg_season,Essendon,107,Hawthorn,47,Waverley Park,ES,HA,-60,0,60,W,VIC
11609,1999,R9,reg_season,Hawthorn,47,Essendon,107,Waverley Park,HA,ES,-60,1,-60,L,VIC
11610,1999,R9,reg_season,Richmond,78,Adelaide,67,Football Park,RI,AD,-11,0,11,W,SA
11610,1999,R9,reg_season,Adelaide,67,Richmond,78,Football Park,AD,RI,-11,1,-11,L,SA
11611,1999,R9,reg_season,North Melbourne,116,Fremantle,86,Subiaco,NM,FR,-30,0,30,W,WA
11611,1999,R9,reg_season,Fremantle,86,North Melbourne,116,Subiaco,FR,NM,-30,1,-30,L,WA
11612,1999,R9,reg_season,Port Adelaide,57,St Kilda,119,Waverley Park,PA,SK,62,0,-62,L,VIC
11612,1999,R9,reg_season,St Kilda,119,Port Adelaide,57,Waverley Park,SK,PA,62,1,62,W,VIC
11613,1999,R9,reg_season,Brisbane,144,Geelong,87,Gabba,BR,GE,57,1,57,W,QLD
11613,1999,R9,reg_season,Geelong,87,Brisbane,144,Gabba,GE,BR,57,0,-57,L,QLD
11614,1999,R9,reg_season,Sydney,81,West Coast,94,S.C.G.,SY,WC,-13,1,-13,L,NSW
11614,1999,R9,reg_season,West Coast,94,Sydney,81,S.C.G.,WC,SY,-13,0,13,W,NSW
11615,1999,R10,reg_season,Fremantle,144,Melbourne,90,M.C.G.,FR,ME,-54,0,54,W,VIC
11615,1999,R10,reg_season,Melbourne,90,Fremantle,144,M.C.G.,ME,FR,-54,1,-54,L,VIC
11616,1999,R10,reg_season,Adelaide,61,Essendon,109,Football Park,AD,ES,-48,1,-48,L,SA
11616,1999,R10,reg_season,Essendon,109,Adelaide,61,Football Park,ES,AD,-48,0,48,W,SA
11617,1999,R10,reg_season,St Kilda,118,Geelong,108,Kardinia Park,SK,GE,-10,0,10,W,VIC
