,year,rnd,type,team,tm_pts,opp_team,op_pts,venue,tm,op,hvar,lr,tm_var,outcome,state
6604,1965,R8,reg_season,Richmond,143,Fitzroy,75,M.C.G.,RI,FI,68,1,68,W,VIC
6605,1965,R8,reg_season,St Kilda,43,Geelong,62,Kardinia Park,SK,GE,19,0,-19,L,VIC
6605,1965,R8,reg_season,Geelong,62,St Kilda,43,Kardinia Park,GE,SK,19,1,19,W,VIC
6606,1965,R8,reg_season,Hawthorn,91,South Melbourne,102,Lake Oval,HA,SM,11,0,-11,L,VIC
6606,1965,R8,reg_season,South Melbourne,102,Hawthorn,91,Lake Oval,SM,HA,11,1,11,W,VIC
6607,1965,R9,reg_season,Collingwood,86,Essendon,54,Windy Hill,CO,ES,-32,0,32,W,VIC
6607,1965,R9,reg_season,Essendon,54,Collingwood,86,Windy Hill,ES,CO,-32,1,-32,L,VIC
6608,1965,R9,reg_season,Geelong,115,South Melbourne,129,Lake Oval,GE,SM,14,0,-14,L,VIC
6608,1965,R9,reg_season,South Melbourne,129,Geelong,115,Lake Oval,SM,GE,14,1,14,W,VIC
6609,1965,R9,reg_season,North Melbourne,97,Hawthorn,94,Glenferrie Oval,NM,HA,-3,0,3,W,VIC
6609,1965,R9,reg_season,Hawthorn,94,North Melbourne,97,Glenferrie Oval,HA,NM,-3,1,-3,L,VIC
6610,1965,R9,reg_season,Carlton,102,Fitzroy,61,Brunswick St,CA,FI,-41,0,41,W,VIC
6610,1965,R9,reg_season,Fitzroy,61,Carlton,102,Brunswick St,FI,CA,-41,1,-41,L,VIC
6611,1965,R9,reg_season,Richmond,71,Western Bulldogs,65,Western Oval,RI,WB,-6,0,6,W,VIC
6611,1965,R9,reg_season,Western Bulldogs,65,Richmond,71,Western Oval,WB,RI,-6,1,-6,L,VIC
6612,1965,R9,reg_season,St Kilda,122,Melbourne,61,M.C.G.,SK,ME,-61,0,61,W,VIC
6612,1965,R9,reg_season,Melbourne,61,St Kilda,122,M.C.G.,ME,SK,-61,1,-61,L,VIC
6613,1965,R10,reg_season,Western Bulldogs,58,Carlton,82,Princes Park,WB,CA,24,0,-24,L,VIC
6613,1965,R10,reg_season,Carlton,82,Western Bulldogs,58,Princes Park,CA,WB,24,1,24,W,VIC
6614,1965,R10,reg_season,Collingwood,90,North Melbourne,83,Coburg Oval,CO,NM,-7,0,7,W,VIC
6614,1965,R10,reg_season,North Melbourne,83,Collingwood,90,Coburg Oval,NM,CO,-7,1,-7,L,VIC
6615,1965,R10,reg_season,Essendon,71,Melbourne,42,M.C.G.,ES,ME,-29,0,29,W,VIC
6615,1965,R10,reg_season,Melbourne,42,Essendon,71,M.C.G.,ME,ES,-29,1,-29,L,VIC
6616,1965,R10,reg_season,South Melbourne,94,Fitzroy,100,Brunswick St,SM,FI,6,0,-6,L,VIC
6616,1965,R10,reg_season,Fitzroy,100,South Melbourne,94,Brunswick St,FI,SM,6,1,6,W,VIC
6617,1965,R10,reg_season,Richmond,65,Geelong,81,Kardinia Park,RI,GE,16,0,-16,L,VIC
6617,1965,R10,reg_season,Geelong,81,Richmond,65,Kardinia Park,GE,RI,16,1,16,W,VIC
6618,1965,R10,reg_season,Hawthorn,75,St Kilda,156,Moorabbin Oval,HA,SK,81,0,-81,L,VIC
6618,1965,R10,reg_season,St Kilda,156,Hawthorn,75,Moorabbin Oval,SK,HA,81,1,81,W,VIC
6619,1965,R11,reg_season,Carlton,74,St Kilda,80,Moorabbin Oval,CA,SK,6,0,-6,L,VIC
6619,1965,R11,reg_season,St Kilda,80,Carlton,74,Moorabbin Oval,SK,CA,6,1,6,W,VIC
6620,1965,R11,reg_season,North Melbourne,40,Western Bulldogs,52,Western Oval,NM,WB,12,0,-12,L,VIC
6620,1965,R11,reg_season,Western Bulldogs,52,North Melbourne,40,Western Oval,WB,NM,12,1,12,W,VIC
6621,1965,R11,reg_season,Melbourne,125,Hawthorn,67,Glenferrie Oval,ME,HA,-58,0,58,W,VIC
6621,1965,R11,reg_season,Hawthorn,67,Melbourne,125,Glenferrie Oval,HA,ME,-58,1,-58,L,VIC
6622,1965,R11,reg_season,Fitzroy,30,Collingwood,74,Victoria Park,FI,CO,44,0,-44,L,VIC
6622,1965,R11,reg_season,Collingwood,74,Fitzroy,30,Victoria Park,CO,FI,44,1,44,W,VIC
6623,1965,R11,reg_season,Geelong,45,Essendon,88,Windy Hill,GE,ES,43,0,-43,L,VIC
6623,1965,R11,reg_season,Essendon,88,Geelong,45,Windy Hill,ES,GE,43,1,43,W,VIC
6624,1965,R11,reg_season,South Melbourne,82,Richmond,158,M.C.G.,SM,RI,76,0,-76,L,VIC
6624,1965,R11,reg_season,Richmond,158,South Melbourne,82,M.C.G.,RI,SM,76,1,76,W,VIC
6625,1965,R12,reg_season,Hawthorn,52,Carlton,67,Princes Park,HA,CA,15,0,-15,L,VIC
6625,1965,R12,reg_season,Carlton,67,Hawthorn,52,Princes Park,CA,HA,15,1,15,W,VIC
6626,1965,R12,reg_season,St Kilda,47,Collingwood,61,Victoria Park,SK,CO,14,0,-14,L,VIC
6626,1965,R12,reg_season,Collingwood,61,St Kilda,47,Victoria Park,CO,SK,14,1,14,W,VIC
6627,1965,R12,reg_season,Fitzroy,26,Essendon,84,Windy Hill,FI,ES,58,0,-58,L,VIC
6627,1965,R12,reg_season,Essendon,84,Fitzroy,26,Windy Hill,ES,FI,58,1,58,W,VIC
6628,1965,R12,reg_season,Geelong,43,Western Bulldogs,14,Western Oval,GE,WB,-29,0,29,W,VIC
6628,1965,R12,reg_season,Western Bulldogs,14,Geelong,43,Western Oval,WB,GE,-29,1,-29,L,VIC
6629,1965,R12,reg_season,Richmond,66,Melbourne,60,M.C.G.,RI,ME,-6,0,6,W,VIC
6629,1965,R12,reg_season,Melbourne,60,Richmond,66,M.C.G.,ME,RI,-6,1,-6,L,VIC
6630,1965,R12,reg_season,North Melbourne,53,South Melbourne,56,Lake Oval,NM,SM,3,0,-3,L,VIC
6630,1965,R12,reg_season,South Melbourne,56,North Melbourne,53,Lake Oval,SM,NM,3,1,3,W,VIC
6631,1965,R13,reg_season,Carlton,66,Geelong,39,Kardinia Park,CA,GE,-27,0,27,W,VIC
6631,1965,R13,reg_season,Geelong,39,Carlton,66,Kardinia Park,GE,CA,-27,1,-27,L,VIC
6632,1965,R13,reg_season,Collingwood,79,Richmond,56,M.C.G.,CO,RI,-23,0,23,W,VIC
6632,1965,R13,reg_season,Richmond,56,Collingwood,79,M.C.G.,RI,CO,-23,1,-23,L,VIC
6633,1965,R13,reg_season,Essendon,71,Hawthorn,47,Glenferrie Oval,ES,HA,-24,0,24,W,VIC
6633,1965,R13,reg_season,Hawthorn,47,Essendon,71,Glenferrie Oval,HA,ES,-24,1,-24,L,VIC
6634,1965,R13,reg_season,Western Bulldogs,42,Fitzroy,55,Brunswick St,WB,FI,13,0,-13,L,VIC
6634,1965,R13,reg_season,Fitzroy,55,Western Bulldogs,42,Brunswick St,FI,WB,13,1,13,W,VIC
6635,1965,R13,reg_season,Melbourne,60,North Melbourne,81,Coburg Oval,ME,NM,21,0,-21,L,VIC
6635,1965,R13,reg_season,North Melbourne,81,Melbourne,60,Coburg Oval,NM,ME,21,1,21,W,VIC
6636,1965,R13,reg_season,South Melbourne,48,St Kilda,117,Moorabbin Oval,SM,SK,69,0,-69,L,VIC
6636,1965,R13,reg_season,St Kilda,117,South Melbourne,48,Moorabbin Oval,SK,SM,69,1,69,W,VIC
6637,1965,R14,reg_season,South Melbourne,90,Carlton,73,Princes Park,SM,CA,-17,0,17,W,VIC
6637,1965,R14,reg_season,Carlton,73,South Melbourne,90,Princes Park,CA,SM,-17,1,-17,L,VIC
6638,1965,R14,reg_season,Collingwood,94,Hawthorn,60,Glenferrie Oval,CO,HA,-34,0,34,W,VIC
6638,1965,R14,reg_season,Hawthorn,60,Collingwood,94,Glenferrie Oval,HA,CO,-34,1,-34,L,VIC
6639,1965,R14,reg_season,Western Bulldogs,47,Essendon,96,Windy Hill,WB,ES,49,0,-49,L,VIC
6639,1965,R14,reg_season,Essendon,96,Western Bulldogs,47,Windy Hill,ES,WB,49,1,49,W,VIC
6640,1965,R14,reg_season,Fitzroy,81,Melbourne,83,M.C.G.,FI,ME,2,0,-2,L,VIC
6640,1965,R14,reg_season,Melbourne,83,Fitzroy,81,M.C.G.,ME,FI,2,1,2,W,VIC
6641,1965,R14,reg_season,North Melbourne,34,Geelong,77,Kardinia Park,NM,GE,43,0,-43,L,VIC
6641,1965,R14,reg_season,Geelong,77,North Melbourne,34,Kardinia Park,GE,NM,43,1,43,W,VIC
6642,1965,R14,reg_season,Richmond,83,St Kilda,96,Moorabbin Oval,RI,SK,13,0,-13,L,VIC
6642,1965,R14,reg_season,St Kilda,96,Richmond,83,Moorabbin Oval,SK,RI,13,1,13,W,VIC
6643,1965,R15,reg_season,Carlton,32,North Melbourne,44,Coburg Oval,CA,NM,12,0,-12,L,VIC
6643,1965,R15,reg_season,North Melbourne,44,Carlton,32,Coburg Oval,NM,CA,12,1,12,W,VIC
6644,1965,R15,reg_season,Geelong,46,Collingwood,93,Victoria Park,GE,CO,47,0,-47,L,VIC
6644,1965,R15,reg_season,Collingwood,93,Geelong,46,Victoria Park,CO,GE,47,1,47,W,VIC
6645,1965,R15,reg_season,Essendon,36,Richmond,94,M.C.G.,ES,RI,58,0,-58,L,VIC
6645,1965,R15,reg_season,Richmond,94,Essendon,36,M.C.G.,RI,ES,58,1,58,W,VIC
6646,1965,R15,reg_season,Hawthorn,54,Fitzroy,36,Brunswick St,HA,FI,-18,0,18,W,VIC
6646,1965,R15,reg_season,Fitzroy,36,Hawthorn,54,Brunswick St,FI,HA,-18,1,-18,L,VIC
6647,1965,R15,reg_season,St Kilda,69,Western Bulldogs,45,Western Oval,SK,WB,-24,0,24,W,VIC
6647,1965,R15,reg_season,Western Bulldogs,45,St Kilda,69,Western Oval,WB,SK,-24,1,-24,L,VIC
6648,1965,R15,reg_season,Melbourne,39,South Melbourne,78,Lake Oval,ME,SM,39,0,-39,L,VIC
6648,1965,R15,reg_season,South Melbourne,78,Melbourne,39,Lake Oval,SM,ME,39,1,39,W,VIC
6649,1965,R16,reg_season,Collingwood,107,Carlton,82,Princes Park,CO,CA,-25,0,25,W,VIC
6649,1965,R16,reg_season,Carlton,82,Collingwood,107,Princes Park,CA,CO,-25,1,-25,L,VIC
6650,1965,R16,reg_season,St Kilda,64,Essendon,69,Windy Hill,SK,ES,5,0,-5,L,VIC
6650,1965,R16,reg_season,Essendon,69,St Kilda,64,Windy Hill,ES,SK,5,1,5,W,VIC
6651,1965,R16,reg_season,Fitzroy,83,North Melbourne,82,Coburg Oval,FI,NM,-1,0,1,W,VIC
6651,1965,R16,reg_season,North Melbourne,82,Fitzroy,83,Coburg Oval,NM,FI,-1,1,-1,L,VIC
6652,1965,R16,reg_season,Western Bulldogs,92,South Melbourne,78,Lake Oval,WB,SM,-14,0,14,W,VIC
6652,1965,R16,reg_season,South Melbourne,78,Western Bulldogs,92,Lake Oval,SM,WB,-14,1,-14,L,VIC
6653,1965,R16,reg_season,Geelong,107,Melbourne,73,M.C.G.,GE,ME,-34,0,34,W,VIC
6653,1965,R16,reg_season,Melbourne,73,Geelong,107,M.C.G.,ME,GE,-34,1,-34,L,VIC
6654,1965,R16,reg_season,Richmond,110,Hawthorn,68,Glenferrie Oval,RI,HA,-42,0,42,W,VIC
6654,1965,R16,reg_season,Hawthorn,68,Richmond,110,Glenferrie Oval,HA,RI,-42,1,-42,L,VIC
6655,1965,R17,reg_season,Carlton,69,Richmond,92,M.C.G.,CA,RI,23,0,-23,L,VIC
6655,1965,R17,reg_season,Richmond,92,Carlton,69,M.C.G.,RI,CA,23,1,23,W,VIC
6656,1965,R17,reg_season,Melbourne,52,Collingwood,94,Victoria Park,ME,CO,42,0,-42,L,VIC
6656,1965,R17,reg_season,Collingwood,94,Melbourne,52,Victoria Park,CO,ME,42,1,42,W,VIC
6657,1965,R17,reg_season,South Melbourne,31,Essendon,97,Windy Hill,SM,ES,66,0,-66,L,VIC
6657,1965,R17,reg_season,Essendon,97,South Melbourne,31,Windy Hill,ES,SM,66,1,66,W,VIC
6658,1965,R17,reg_season,Fitzroy,52,Geelong,70,Kardinia Park,FI,GE,18,0,-18,L,VIC
6658,1965,R17,reg_season,Geelong,70,Fitzroy,52,Kardinia Park,GE,FI,18,1,18,W,VIC
6659,1965,R17,reg_season,Hawthorn,72,Western Bulldogs,41,Western Oval,HA,WB,-31,0,31,W,VIC
6659,1965,R17,reg_season,Western Bulldogs,41,Hawthorn,72,Western Oval,WB,HA,-31,1,-31,L,VIC
6660,1965,R17,reg_season,North Melbourne,48,St Kilda,85,Moorabbin Oval,NM,SK,37,0,-37,L,VIC
6660,1965,R17,reg_season,St Kilda,85,North Melbourne,48,Moorabbin Oval,SK,NM,37,1,37,W,VIC
6661,1965,R18,reg_season,Essendon,60,Carlton,69,Princes Park,ES,CA,9,0,-9,L,VIC
6661,1965,R18,reg_season,Carlton,69,Essendon,60,Princes Park,CA,ES,9,1,9,W,VIC
6662,1965,R18,reg_season,Collingwood,78,South Melbourne,94,Lake Oval,CO,SM,16,0,-16,L,VIC
6662,1965,R18,reg_season,South Melbourne,94,Collingwood,78,Lake Oval,SM,CO,16,1,16,W,VIC
6663,1965,R18,reg_season,St Kilda,127,Fitzroy,102,Brunswick St,SK,FI,-25,0,25,W,VIC
6663,1965,R18,reg_season,Fitzroy,102,St Kilda,127,Brunswick St,FI,SK,-25,1,-25,L,VIC
6664,1965,R18,reg_season,Western Bulldogs,75,Melbourne,72,M.C.G.,WB,ME,-3,0,3,W,VIC
6664,1965,R18,reg_season,Melbourne,72,Western Bulldogs,75,M.C.G.,ME,WB,-3,1,-3,L,VIC
6665,1965,R18,reg_season,Geelong,122,Hawthorn,69,Glenferrie Oval,GE,HA,-53,0,53,W,VIC
6665,1965,R18,reg_season,Hawthorn,69,Geelong,122,Glenferrie Oval,HA,GE,-53,1,-53,L,VIC
6666,1965,R18,reg_season,Richmond,48,North Melbourne,78,Coburg Oval,RI,NM,30,0,-30,L,VIC
6666,1965,R18,reg_season,North Melbourne,78,Richmond,48,Coburg Oval,NM,RI,30,1,30,W,VIC
6667,1965,SF,final,Geelong,51,Essendon,103,M.C.G.,GE,ES,52,0,-52,L,VIC
6667,1965,SF,final,Essendon,103,Geelong,51,M.C.G.,ES,GE,52,1,52,W,VIC
6668,1965,SF,final,Collingwood,101,St Kilda,102,M.C.G.,CO,SK,1,0,-1,L,VIC
6668,1965,SF,final,St Kilda,102,Collingwood,101,M.C.G.,SK,CO,1,1,1,W,VIC
6669,1965,PF,final,Collingwood,42,Essendon,97,M.C.G.,CO,ES,55,0,-55,L,VIC
6669,1965,PF,final,Essendon,97,Collingwood,42,M.C.G.,ES,CO,55,1,55,W,VIC
6670,1965,GF,final,St Kilda,70,Essendon,105,M.C.G.,SK,ES,35,0,-35,L,VIC
6670,1965,GF,final,Essendon,105,St Kilda,70,M.C.G.,ES,SK,35,1,35,W,VIC
6671,1966,R1,reg_season,Hawthorn,62,Collingwood,115,Victoria Park,HA,CO,53,0,-53,L,VIC
6671,1966,R1,reg_season,Collingwood,115,Hawthorn,62,Victoria Park,CO,HA,53,1,53,W,VIC
6672,1966,R1,reg_season,Geelong,58,Essendon,72,Windy Hill,GE,ES,14,0,-14,L,VIC
6672,1966,R1,reg_season,Essendon,72,Geelong,58,Windy Hill,ES,GE,14,1,14,W,VIC
6673,1966,R1,reg_season,Fitzroy,62,South Melbourne,115,Lake Oval,FI,SM,53,0,-53,L,VIC
6673,1966,R1,reg_season,South Melbourne,115,Fitzroy,62,Lake Oval,SM,FI,53,1,53,W,VIC
6674,1966,R1,reg_season,Richmond,106,Carlton,100,Princes Park,RI,CA,-6,0,6,W,VIC
6674,1966,R1,reg_season,Carlton,100,Richmond,106,Princes Park,CA,RI,-6,1,-6,L,VIC
6675,1966,R1,reg_season,North Melbourne,87,Western Bulldogs,75,Western Oval,NM,WB,-12,0,12,W,VIC
6675,1966,R1,reg_season,Western Bulldogs,75,North Melbourne,87,Western Oval,WB,NM,-12,1,-12,L,VIC
6676,1966,R1,reg_season,St Kilda,109,Melbourne,33,M.C.G.,SK,ME,-76,0,76,W,VIC
6676,1966,R1,reg_season,Melbourne,33,St Kilda,109,M.C.G.,ME,SK,-76,1,-76,L,VIC
6677,1966,R2,reg_season,Carlton,54,St Kilda,107,Moorabbin Oval,CA,SK,53,0,-53,L,VIC
6677,1966,R2,reg_season,St Kilda,107,Carlton,54,Moorabbin Oval,SK,CA,53,1,53,W,VIC
6678,1966,R2,reg_season,Collingwood,71,Fitzroy,42,Brunswick St,CO,FI,-29,0,29,W,VIC
6678,1966,R2,reg_season,Fitzroy,42,Collingwood,71,Brunswick St,FI,CO,-29,1,-29,L,VIC
6679,1966,R2,reg_season,Essendon,92,North Melbourne,43,Arden St,ES,NM,-49,0,49,W,VIC
6679,1966,R2,reg_season,North Melbourne,43,Essendon,92,Arden St,NM,ES,-49,1,-49,L,VIC
6680,1966,R2,reg_season,Western Bulldogs,47,Richmond,117,M.C.G.,WB,RI,70,0,-70,L,VIC
6680,1966,R2,reg_season,Richmond,117,Western Bulldogs,47,M.C.G.,RI,WB,70,1,70,W,VIC
6681,1966,R2,reg_season,South Melbourne,74,Geelong,94,Kardinia Park,SM,GE,20,0,-20,L,VIC
6681,1966,R2,reg_season,Geelong,94,South Melbourne,74,Kardinia Park,GE,SM,20,1,20,W,VIC
6682,1966,R2,reg_season,Melbourne,29,Hawthorn,56,Glenferrie Oval,ME,HA,27,0,-27,L,VIC
6682,1966,R2,reg_season,Hawthorn,56,Melbourne,29,Glenferrie Oval,HA,ME,27,1,27,W,VIC
6683,1966,R3,reg_season,Carlton,76,Fitzroy,44,Brunswick St,CA,FI,-32,0,32,W,VIC
6683,1966,R3,reg_season,Fitzroy,44,Carlton,76,Brunswick St,FI,CA,-32,1,-32,L,VIC
6684,1966,R3,reg_season,Collingwood,54,Essendon,66,Windy Hill,CO,ES,12,0,-12,L,VIC
6684,1966,R3,reg_season,Essendon,66,Collingwood,54,Windy Hill,ES,CO,12,1,12,W,VIC
6685,1966,R3,reg_season,Western Bulldogs,46,Geelong,86,Kardinia Park,WB,GE,40,0,-40,L,VIC
6685,1966,R3,reg_season,Geelong,86,Western Bulldogs,46,Kardinia Park,GE,WB,40,1,40,W,VIC
6686,1966,R3,reg_season,Hawthorn,57,South Melbourne,106,Lake Oval,HA,SM,49,0,-49,L,VIC
6686,1966,R3,reg_season,South Melbourne,106,Hawthorn,57,Lake Oval,SM,HA,49,1,49,W,VIC
6687,1966,R3,reg_season,Melbourne,80,Richmond,123,M.C.G.,ME,RI,43,0,-43,L,VIC
6687,1966,R3,reg_season,Richmond,123,Melbourne,80,M.C.G.,RI,ME,43,1,43,W,VIC
6688,1966,R3,reg_season,St Kilda,103,North Melbourne,67,Arden St,SK,NM,-36,0,36,W,VIC
6688,1966,R3,reg_season,North Melbourne,67,St Kilda,103,Arden St,NM,SK,-36,1,-36,L,VIC
6689,1966,R4,reg_season,Essendon,41,Carlton,102,Princes Park,ES,CA,61,0,-61,L,VIC
6689,1966,R4,reg_season,Carlton,102,Essendon,41,Princes Park,CA,ES,61,1,61,W,VIC
6690,1966,R4,reg_season,Richmond,48,Collingwood,85,Victoria Park,RI,CO,37,0,-37,L,VIC
6690,1966,R4,reg_season,Collingwood,85,Richmond,48,Victoria Park,CO,RI,37,1,37,W,VIC
6691,1966,R4,reg_season,Fitzroy,46,Western Bulldogs,84,Western Oval,FI,WB,38,0,-38,L,VIC
6691,1966,R4,reg_season,Western Bulldogs,84,Fitzroy,46,Western Oval,WB,FI,38,1,38,W,VIC
6692,1966,R4,reg_season,Geelong,58,St Kilda,101,Moorabbin Oval,GE,SK,43,0,-43,L,VIC
6692,1966,R4,reg_season,St Kilda,101,Geelong,58,Moorabbin Oval,SK,GE,43,1,43,W,VIC
6693,1966,R4,reg_season,North Melbourne,99,Hawthorn,67,Glenferrie Oval,NM,HA,-32,0,32,W,VIC
6693,1966,R4,reg_season,Hawthorn,67,North Melbourne,99,Glenferrie Oval,HA,NM,-32,1,-32,L,VIC
6694,1966,R4,reg_season,South Melbourne,119,Melbourne,89,M.C.G.,SM,ME,-30,0,30,W,VIC
6694,1966,R4,reg_season,Melbourne,89,South Melbourne,119,M.C.G.,ME,SM,-30,1,-30,L,VIC
6695,1966,R5,reg_season,Carlton,79,Melbourne,32,M.C.G.,CA,ME,-47,0,47,W,VIC
6695,1966,R5,reg_season,Melbourne,32,Carlton,79,M.C.G.,ME,CA,-47,1,-47,L,VIC
6696,1966,R5,reg_season,Collingwood,81,North Melbourne,46,Arden St,CO,NM,-35,0,35,W,VIC
6696,1966,R5,reg_season,North Melbourne,46,Collingwood,81,Arden St,NM,CO,-35,1,-35,L,VIC
6697,1966,R5,reg_season,Essendon,113,Fitzroy,64,Brunswick St,ES,FI,-49,0,49,W,VIC
6697,1966,R5,reg_season,Fitzroy,64,Essendon,113,Brunswick St,FI,ES,-49,1,-49,L,VIC
6698,1966,R5,reg_season,Hawthorn,34,Western Bulldogs,70,Western Oval,HA,WB,36,0,-36,L,VIC
6698,1966,R5,reg_season,Western Bulldogs,70,Hawthorn,34,Western Oval,WB,HA,36,1,36,W,VIC
6699,1966,R5,reg_season,Richmond,98,Geelong,80,Kardinia Park,RI,GE,-18,0,18,W,VIC
6699,1966,R5,reg_season,Geelong,80,Richmond,98,Kardinia Park,GE,RI,-18,1,-18,L,VIC
6700,1966,R5,reg_season,St Kilda,95,South Melbourne,53,Lake Oval,SK,SM,-42,0,42,W,VIC
6700,1966,R5,reg_season,South Melbourne,53,St Kilda,95,Lake Oval,SM,SK,-42,1,-42,L,VIC
6701,1966,R6,reg_season,Western Bulldogs,46,Carlton,79,Princes Park,WB,CA,33,0,-33,L,VIC
6701,1966,R6,reg_season,Carlton,79,Western Bulldogs,46,Princes Park,CA,WB,33,1,33,W,VIC
6702,1966,R6,reg_season,Melbourne,57,Collingwood,90,Victoria Park,ME,CO,33,0,-33,L,VIC
6702,1966,R6,reg_season,Collingwood,90,Melbourne,57,Victoria Park,CO,ME,33,1,33,W,VIC
6703,1966,R6,reg_season,Hawthorn,81,Essendon,105,Windy Hill,HA,ES,24,0,-24,L,VIC
6703,1966,R6,reg_season,Essendon,105,Hawthorn,81,Windy Hill,ES,HA,24,1,24,W,VIC
6704,1966,R6,reg_season,Fitzroy,54,St Kilda,118,Moorabbin Oval,FI,SK,64,0,-64,L,VIC
6704,1966,R6,reg_season,St Kilda,118,Fitzroy,54,Moorabbin Oval,SK,FI,64,1,64,W,VIC
6705,1966,R6,reg_season,Geelong,92,North Melbourne,55,Arden St,GE,NM,-37,0,37,W,VIC
6705,1966,R6,reg_season,North Melbourne,55,Geelong,92,Arden St,NM,GE,-37,1,-37,L,VIC
6706,1966,R6,reg_season,South Melbourne,63,Richmond,88,M.C.G.,SM,RI,25,0,-25,L,VIC
6706,1966,R6,reg_season,Richmond,88,South Melbourne,63,M.C.G.,RI,SM,25,1,25,W,VIC
6707,1966,R7,reg_season,Carlton,56,Geelong,57,Kardinia Park,CA,GE,1,0,-1,L,VIC
6707,1966,R7,reg_season,Geelong,57,Carlton,56,Kardinia Park,GE,CA,1,1,1,W,VIC
6708,1966,R7,reg_season,Collingwood,68,Western Bulldogs,48,Western Oval,CO,WB,-20,0,20,W,VIC
6708,1966,R7,reg_season,Western Bulldogs,48,Collingwood,68,Western Oval,WB,CO,-20,1,-20,L,VIC
6709,1966,R7,reg_season,Essendon,60,Melbourne,94,M.C.G.,ES,ME,34,0,-34,L,VIC
6709,1966,R7,reg_season,Melbourne,94,Essendon,60,M.C.G.,ME,ES,34,1,34,W,VIC
6710,1966,R7,reg_season,Richmond,102,Fitzroy,78,Brunswick St,RI,FI,-24,0,24,W,VIC
6710,1966,R7,reg_season,Fitzroy,78,Richmond,102,Brunswick St,FI,RI,-24,1,-24,L,VIC
6711,1966,R7,reg_season,St Kilda,102,Hawthorn,78,Glenferrie Oval,SK,HA,-24,0,24,W,VIC
6711,1966,R7,reg_season,Hawthorn,78,St Kilda,102,Glenferrie Oval,HA,SK,-24,1,-24,L,VIC
6712,1966,R7,reg_season,North Melbourne,106,South Melbourne,118,Lake Oval,NM,SM,12,0,-12,L,VIC
6712,1966,R7,reg_season,South Melbourne,118,North Melbourne,106,Lake Oval,SM,NM,12,1,12,W,VIC
6713,1966,R8,reg_season,South Melbourne,54,Carlton,57,Princes Park,SM,CA,3,0,-3,L,VIC
6713,1966,R8,reg_season,Carlton,57,South Melbourne,54,Princes Park,CA,SM,3,1,3,W,VIC
6714,1966,R8,reg_season,Geelong,76,Collingwood,105,Victoria Park,GE,CO,29,0,-29,L,VIC
6714,1966,R8,reg_season,Collingwood,105,Geelong,76,Victoria Park,CO,GE,29,1,29,W,VIC
6715,1966,R8,reg_season,Melbourne,50,Western Bulldogs,71,Western Oval,ME,WB,21,0,-21,L,VIC
6715,1966,R8,reg_season,Western Bulldogs,71,Melbourne,50,Western Oval,WB,ME,21,1,21,W,VIC
6716,1966,R8,reg_season,Essendon,49,St Kilda,56,Moorabbin Oval,ES,SK,7,0,-7,L,VIC
6716,1966,R8,reg_season,St Kilda,56,Essendon,49,Moorabbin Oval,SK,ES,7,1,7,W,VIC
6717,1966,R8,reg_season,Hawthorn,80,Fitzroy,61,Brunswick St,HA,FI,-19,0,19,W,VIC
6717,1966,R8,reg_season,Fitzroy,61,Hawthorn,80,Brunswick St,FI,HA,-19,1,-19,L,VIC
6718,1966,R8,reg_season,North Melbourne,71,Richmond,71,M.C.G.,NM,RI,0,0,0,D,VIC
6718,1966,R8,reg_season,Richmond,71,North Melbourne,71,M.C.G.,RI,NM,0,1,0,D,VIC
6719,1966,R9,reg_season,Carlton,63,Hawthorn,67,Glenferrie Oval,CA,HA,4,0,-4,L,VIC
6719,1966,R9,reg_season,Hawthorn,67,Carlton,63,Glenferrie Oval,HA,CA,4,1,4,W,VIC
6720,1966,R9,reg_season,Collingwood,98,South Melbourne,73,Lake Oval,CO,SM,-25,0,25,W,VIC
6720,1966,R9,reg_season,South Melbourne,73,Collingwood,98,Lake Oval,SM,CO,-25,1,-25,L,VIC
6721,1966,R9,reg_season,Western Bulldogs,37,Essendon,71,Windy Hill,WB,ES,34,0,-34,L,VIC
6721,1966,R9,reg_season,Essendon,71,Western Bulldogs,37,Windy Hill,ES,WB,34,1,34,W,VIC
6722,1966,R9,reg_season,Fitzroy,31,Geelong,144,Kardinia Park,FI,GE,113,0,-113,L,VIC
6722,1966,R9,reg_season,Geelong,144,Fitzroy,31,Kardinia Park,GE,FI,113,1,113,W,VIC
6723,1966,R9,reg_season,Melbourne,36,North Melbourne,65,Arden St,ME,NM,29,0,-29,L,VIC
6723,1966,R9,reg_season,North Melbourne,65,Melbourne,36,Arden St,NM,ME,29,1,29,W,VIC
6724,1966,R9,reg_season,St Kilda,74,Richmond,109,M.C.G.,SK,RI,35,0,-35,L,VIC
6724,1966,R9,reg_season,Richmond,109,St Kilda,74,M.C.G.,RI,SK,35,1,35,W,VIC
6725,1966,R10,reg_season,Carlton,42,North Melbourne,65,Arden St,CA,NM,23,0,-23,L,VIC
6725,1966,R10,reg_season,North Melbourne,65,Carlton,42,Arden St,NM,CA,23,1,23,W,VIC
6726,1966,R10,reg_season,St Kilda,45,Collingwood,117,Victoria Park,SK,CO,72,0,-72,L,VIC
6726,1966,R10,reg_season,Collingwood,117,St Kilda,45,Victoria Park,CO,SK,72,1,72,W,VIC
6727,1966,R10,reg_season,Richmond,96,Essendon,100,Windy Hill,RI,ES,4,0,-4,L,VIC
